Symbol	Date	EMA10T7	EMA10T6	EMA10T5	EMA10T4	EMA10T3	EMA10T2	EMA10T1	EMA10T0	EMA20T7	EMA20T6	EMA20T5	EMA20T4	EMA20T3	EMA20T2	EMA20T1	EMA20T0
HWKN	21.07.2021	32,1897826636	32,0861859683	31,9632430372	31,8171988209	31,6449810060	31,4131664303	31,3725908128	31,3739377851	32,3749524677	32,3030523126	32,2179996968	32,1172378064	31,9984533334	31,8433626196	31,7811376591	31,7429339926
ELS	21.07.2021	76,9597172461	77,1361323478	77,4186541830	77,7261717152	78,1577765805	78,2945451408	78,8719007917	79,3933729866	75,9959154960	76,1801140492	76,4191510390	76,6754224267	77,0015725265	77,1833278727	77,5915824773	77,9866696569
SEED	21.07.2021	9,3477379533	9,5808765281	9,5588989845	9,6645537770	9,6073622505	9,5642054569	9,8325317305	9,9393441570	9,4424483922	9,5555485562	9,5464486974	9,6029774256	9,5788843737	9,5589906130	9,7000391224	9,7686068323
MFGP	21.07.2021	6,2983101567	6,1913446806	6,0983728893	6,0077596193	5,9045306080	5,7691613788	5,6856774814	5,6719179636	6,6060108332	6,5206764718	6,4406120295	6,3605537319	6,2728819534	6,1668931814	6,0852843015	6,0400191427
RMGCU	21.07.2021	9,9993835342	9,9976773955	9,9999179106	10,0053873329	10,0044078178	9,9999699495	9,9999754132	10,0008889953	10,0007370008	9,9997144075	10,0006940095	10,0034850308	10,0031531231	10,0009480202	10,0008577325	10,0012522451
SBEV	21.07.2021	3,5381343041	3,5657462592	3,5376105781	3,4907722860	3,3869955206	3,2784508735	3,1805507165	3,1259051524	3,3471539278	3,3798059401	3,3827768043	3,3729885345	3,3298467765	3,2784327942	3,2271534814	3,1940912559
NGAB	21.07.2021	9,9213000815	9,9246999904	9,9256636840	9,9228157137	9,9132128359	9,9071741592	9,9076879207	9,9081082710	9,9254887633	9,9268707459	9,9271687992	9,9255336609	9,9202447299	9,9164119094	9,9158012368	9,9152487235
BANC	21.07.2021	17,0854673567	16,9881095167	16,8739078974	16,8186518606	16,7061698428	16,5123208429	16,4628079208	16,4695701170	17,2943267369	17,2234384036	17,1412062328	17,0868056101	17,0023480056	16,8726006092	16,8123529103	16,7826050141
GDDY	21.07.2021	87,3086896931	87,0725646828	86,6448258715	86,1966757685	85,9809169263	85,4934780400	85,2928455581	85,3177827849	86,4021433400	86,3647965587	86,2081493836	86,0149923285	85,9192789769	85,6698241269	85,5479360567	85,5367040803
NWG	21.07.2021	5,6418698676	5,6324390103	5,6429046552	5,6423765118	5,6110352897	5,5417561496	5,4905278004	5,4904317950	5,6745679938	5,6665139137	5,6687506893	5,6660125157	5,6473446370	5,6075975306	5,5744930256	5,5664460490
BCS	21.07.2021	9,7094173758	9,6877051534	9,6863042719	9,6469762710	9,5602533265	9,4202072602	9,3328967730	9,3269155762	9,8250142820	9,8026319840	9,7909527765	9,7603858708	9,7041586523	9,6170959199	9,5526105542	9,5285524244
GRCY	21.07.2021	10,1251314236	10,1260166401	10,1267409082	10,1273334911	10,1278183317	10,1300332429	10,1318454430	10,1351462022	10,1202228311	10,1211540009	10,1219964879	10,1227587381	10,1234483930	10,1250247692	10,1264510143	10,1286937386
ENFA	21.07.2021	9,8666163681	9,8690497765	9,8764952440	9,8771324932	9,8776538788	9,8780804671	9,8802477173	9,8802026986	9,8431186651	9,8466311841	9,8526662949	9,8552695158	9,8576248109	9,8597557922	9,8626362257	9,8642899293
AEF	21.07.2021	8,9488055308	8,9508408958	8,9615971382	8,9631249798	8,9625568086	8,9220918927	8,8871660108	8,8622267361	8,9679919163	8,9672307851	8,9713040654	8,9711798941	8,9701151460	8,9481993960	8,9274184575	8,9105214616
WWR	21.07.2021	4,5913025964	4,5565203235	4,4862439149	4,4269268117	4,3656674192	4,3210005949	4,2880913715	4,2975293317	4,6439187773	4,6206884266	4,5777657266	4,5379785000	4,4953138955	4,4595697041	4,4291344814	4,4206454977
EVRG	21.07.2021	61,7529229279	61,7051190644	61,8150976660	62,0723525526	62,5246516446	62,8128969111	63,0287338364	63,1889640202	61,9697969103	61,9241021263	61,9608544356	62,0817253981	62,3177513182	62,4884417269	62,6323996577	62,7540758662
SV	21.07.2021	10,0006223052	9,9968727119	9,9938048629	9,9949312515	9,9940346187	9,9842100662	9,9834445164	9,9864546044	9,9980941559	9,9963708594	9,9948116863	9,9953058114	9,9948004743	9,9895813415	9,9886687892	9,9897479521
TDA	21.07.2021	25,7892983189	25,7148802901	25,6685382527	25,6197130465	25,5834015974	25,5427832361	25,5259136955	25,5248385614	25,8096179375	25,7687018635	25,7393015988	25,7069871245	25,6796550247	25,6492117471	25,6302392724	25,6197403377
TZPS	21.07.2021	9,7165494407	9,7153586402	9,7162025724	9,7159839506	9,7194413517	9,7104520289	9,7067334019	9,7018728389	9,7242172601	9,7228632389	9,7225905750	9,7218676776	9,7231183423	9,7180594598	9,7153870903	9,7120169203
SCR	21.07.2021	9083,5793178268	9122,9285327674	9155,1233449915	9163,2827368112	9169,9586028456	9044,5115841464	8981,8731143016	8986,9870935195	6577,8129881142	6837,0688940081	7071,6337612454	7274,3353077934	7457,7319451464	7555,0908075135	7664,1297782265	7792,3078945858
BSM	21.07.2021	10,5600130292	10,5309196818	10,5034797605	10,4519380344	10,3915856437	10,3112973102	10,2819704571	10,3161576953	10,4974814987	10,4881975101	10,4778929962	10,4533317839	10,4215858888	10,3766729289	10,3550849945	10,3660293062
CII	21.07.2021	20,6593155912	20,7267128813	20,7818561186	20,8160639722	20,8076887878	20,7608361422	20,7843203690	20,8126258535	20,5924289218	20,6341024232	20,6718070197	20,7002062858	20,7068533498	20,6919148629	20,7107800559	20,7326105776
WOW	21.07.2021	20,3437216615	20,4557721020	20,5892681806	20,7530375607	20,8997579071	20,9707111814	21,1942183780	21,3279969102	19,3772280330	19,5279681331	19,6862569332	19,8580419654	20,0201331559	20,1410729425	20,3371613064	20,4888602586
PFX	21.07.2021	41,5199739739	41,5163423423	41,3915531584	41,3383614975	41,3130232820	41,2124732892	41,0683869037	41,0014076054	41,4077783159	41,4165613335	41,3606985237	41,3357747618	41,3227487190	41,2691534430	41,1882815122	41,1417785837
ISR	21.07.2021	0,7813482529	0,7738303905	0,7622248610	0,7545476188	0,7446298677	0,7310608039	0,7290497539	0,7292225293	0,7964632767	0,7910858226	0,7833633613	0,7773287582	0,7699641134	0,7604437232	0,7565919428	0,7540593786
COFS	21.07.2021	24,4165493534	24,4008130934	24,3443016496	24,4671559784	24,4458549608	24,3866087569	24,4363162279	24,5151679754	24,5485773667	24,5277604674	24,4860690088	24,5369196230	24,5191177905	24,4811066523	24,4981440994	24,5335590270
MESA	21.07.2021	9,0818308256	9,0269524451	8,9856883989	8,9737450675	8,9603368040	8,8348211047	8,8375809732	8,8998390336	9,2864477464	9,2382146023	9,1964798964	9,1701484850	9,1444200215	9,0611419678	9,0410332453	9,0542682034
MRM	21.07.2021	9,0364344236	8,8498100245	8,6807536703	8,4915257060	8,3839755950	8,3687073396	8,3216695791	8,3977296140	9,2950856140	9,1726965297	9,0533921056	8,9187833209	8,8217563471	8,7720652845	8,7090114152	8,7119626872
WORK	20.07.2021	44,4355605161	44,3509133715	44,2834744934	44,2319336764	44,2934002252	44,3673275957	44,5114498233	44,6366409032	44,2822297816	44,2524937281	44,2265419009	44,2049664818	44,2397315497	44,2835667129	44,3670365352	44,4463664616
BDL	21.07.2021	37,0138562899	36,2840642372	35,6233255624	34,9445389855	34,1782590868	33,1949393360	32,6358596093	32,4057034693	36,2681075735	35,9568592331	35,6419204039	35,2845945930	34,8508236358	34,2716976188	33,8762979255	33,6376029649
BEDU	21.07.2021	4,1156975501	4,0946616319	4,0574504452	4,0506412699	4,0359792260	4,0658011502	4,0356555039	4,0164454244	4,1512534738	4,1368483810	4,1133390214	4,1044495890	4,0916448689	4,1019643871	4,0827296926	4,0681840140
BY	21.07.2021	22,4264037880	22,4016032657	22,4358572452	22,5184285442	22,6078052141	22,5063859456	22,5579523037	22,6619608232	22,4729838672	22,4555569194	22,4683610369	22,5085170705	22,5562773713	22,5080604061	22,5349118832	22,5915868620
LIXTW	20.07.2021	0,7533104802	0,7527085747	0,7647615622	0,7602594617	0,7602122851	0,7529009657	0,7469189772	0,7420246229	0,7248345186	0,7272312311	0,7359711144	0,7363548187	0,7386067398	0,7368346721	0,7352313727	0,7337807685
MITT	21.07.2021	4,1948413898	4,1266883977	4,0745632188	4,0355517054	3,9981786542	3,9385098219	3,9151443893	3,9051181176	4,2708275263	4,2278915651	4,1909495031	4,1594304928	4,1280561529	4,0844317646	4,0582954007	4,0394101144
PAC	21.07.2021	109,2892714332	108,9475863839	108,7843894145	108,8126826921	108,6594678791	108,2195642400	107,8196428587	107,9451627273	109,2179535971	109,0457678890	108,9509331426	108,9498921235	108,8565691804	108,6073719121	108,3609552198	108,3751501642
ALEX	21.07.2021	18,5097126002	18,5552194418	18,6160885232	18,6658904989	18,6611830245	18,5209678182	18,5535192627	18,6001520269	18,6848596822	18,6920159247	18,7108714928	18,7279312925	18,7195568256	18,6405513555	18,6462132038	18,6618118955
EZPW	21.07.2021	6,1272578082	6,1241200492	6,1033709909	6,0863944888	6,0561409592	6,0022971901	5,9618795573	5,9469923859	6,3358524811	6,3143427337	6,2853577333	6,2591332090	6,2268348154	6,1823743786	6,1440530292	6,1189051326
DSM	21.07.2021	8,3338696954	8,3386205974	8,3206895381	8,3096551182	8,2897177893	8,2661327090	8,2504722719	8,2267500199	8,2859773914	8,2930271310	8,2879769062	8,2853124608	8,2771874463	8,2660267226	8,2578337305	8,2447066976
OGCP	20.07.2021	11,7957982854	11,8347440933	11,8666088452	11,8926800059	11,9140109555	11,9314635507	11,9457429467	11,9574260889	11,8989398050	11,9095169882	11,9190868206	11,9277452405	11,9355790489	11,9426667803	11,9490794897	11,9548814649
PEGA	21.07.2021	138,0146283435	137,5865147651	136,7889660711	135,8055185823	135,1990608802	134,5865046895	134,6762314425	134,9114623112	136,2978179898	136,2370737682	135,9478283567	135,5127975497	135,2230074231	134,8998640334	134,9170200141	135,0173039386
NWS	21.07.2021	24,1556549238	24,1018995941	24,0288270793	23,9599493592	23,7835948886	23,5774866577	23,4833980774	23,4645982744	24,2983268622	24,2565815049	24,2035738152	24,1508524631	24,0402950639	23,9078859739	23,8271348779	23,7845505239
TRHC	21.07.2021	48,7865162656	48,5526042173	48,2903126524	48,0266194706	47,7508701708	47,2343482938	46,8862849122	46,4487784813	48,2394920266	48,1690642146	48,0682010142	47,9512295035	47,8139693910	47,5374008630	47,3262197994	47,0551512034
UTI	21.07.2021	6,0562281577	6,0241866953	5,9706982087	5,9032985170	5,8208805702	5,7370841271	5,6957961456	5,6983786716	6,0242019105	6,0104684061	5,9837571311	5,9472088239	5,8998555844	5,8484407795	5,8162083461	5,8060932692
MXL	21.07.2021	41,8634448982	41,8900909751	41,9464382093	41,7325404363	41,3866243262	41,0090565166	41,0855917509	41,4300295311	41,0450619114	41,1369606171	41,2382025357	41,1936118616	41,0637442397	40,8967211096	40,9475096044	41,1410800746
CNET	21.07.2021	1,7870986505	1,7748989011	1,7376445650	1,7162546449	1,7023901614	1,6965010334	1,6862281156	1,6814593613	1,8195984130	1,8101128525	1,7872449668	1,7713168752	1,7588105048	1,7503523574	1,7398426077	1,7322385466
DSX	21.07.2021	4,6291705936	4,5365941013	4,4608496984	4,3952406450	4,3070150888	4,2511941635	4,2109770811	4,2253448776	4,7629528477	4,7017192322	4,6463173897	4,5942871530	4,5291169562	4,4787248651	4,4359891836	4,4220854482
BAMI	21.07.2021	25,0694424730	25,0677255627	25,0899573756	25,0990559236	25,1137730839	25,1112689562	25,1219473417	25,1325024259	25,0319096497	25,0345848703	25,0493863621	25,0580161743	25,0696337105	25,0725257744	25,0818090413	25,0911605902
MTOR	21.07.2021	23,1196561290	23,1451732381	23,2315055292	23,2639590416	23,2359665996	23,1039727140	23,2105232267	23,3231553534	23,5020610954	23,4790076796	23,4924355995	23,4845845755	23,4489099122	23,3594899423	23,3909671416	23,4327797875
MTN	21.07.2021	322,0096841088	320,3461025166	318,9268127036	317,5473915462	315,9060456312	313,4249482011	312,6731409909	313,8725679041	321,8978902914	321,0371374400	320,2278870690	319,3814212851	318,3469991640	316,8149049356	316,0982481365	316,4003186962
PDD	21.07.2021	115,6507647020	114,9997165189	113,8979503230	113,3237771486	112,2558171121	110,8802144447	109,3110845457	108,4399776543	119,4069294684	118,7081742519	117,7778721747	117,1075984308	116,1878268610	115,0927959639	113,8696725388	112,9792272154
CRWS	21.07.2021	7,5965081284	7,5953248600	7,6034475885	7,6137298174	7,6021426125	7,5853894519	7,5716823204	7,5677401150	7,6393673334	7,6346656971	7,6351737132	7,6375381070	7,6292011626	7,6178486927	7,6075774104	7,6020938657
MSA	21.07.2021	164,9744608839	164,7300143383	164,6027387821	164,3149688712	163,7867933787	162,9728305023	162,9032242906	163,0335462591	164,8295873703	164,7153414191	164,6500706915	164,4948262707	164,2010336413	163,7352206810	163,6261516960	163,6255653551
HPKEW	20.07.2021	2,8514873669	2,8428532821	2,8357890310	2,8300091891	2,8252802276	2,7643201880	2,6889892274	2,6819002943	2,7463555786	2,7518455141	2,7568125985	2,7613066273	2,7653726534	2,7391466873	2,7020850889	2,6971246134
PERI	21.07.2021	19,5227031602	19,3603933421	19,1530489733	18,8924944896	18,6411318968	18,4427441405	18,3931543106	18,4180354699	18,9948193397	18,9600745608	18,8895912039	18,7782015000	18,6574204266	18,5519517419	18,5155753928	18,5169492303
TYHT	21.07.2021	6,4324634624	6,3356519411	6,1509879830	5,9144446961	5,6481819894	5,4157852432	5,2692788596	5,1766827450	6,9542450103	6,8538407327	6,7077606793	6,5308310817	6,3326566748	6,1457369806	5,9994763285	5,8814309857
THCB	21.07.2021	13,6726132428	13,4466836178	13,1418321342	12,8996809133	12,5851934884	12,3660674204	12,1886006791	11,9634005210	13,3298294376	13,2441314250	13,1037379996	12,9805248967	12,8080939614	12,6720850236	12,5499817207	12,3976024911
EQOS	21.07.2021	6,1191359529	6,0574749087	5,9633885547	5,9209542755	5,8407807743	5,6970024864	5,6630020759	5,6279107513	6,3056460694	6,2555845590	6,1874336450	6,1438685377	6,0806429645	5,9824865099	5,9374878165	5,8929651473
OBCI	21.07.2021	12,2079238615	12,1810286902	12,1499326064	12,0681266433	11,9921035478	11,8571756301	11,7904163830	11,8485224327	12,3324662596	12,3065171319	12,2782774269	12,2232033681	12,1686125348	12,0811256267	12,0248279262	12,0329395196
CCZ	21.07.2021	64,0112209139	64,0091807477	64,0075115209	64,0061457898	64,0050283735	64,0041141238	62,8415480304	62,7358117197	64,2662521371	64,2408947907	64,2179524297	64,1971950554	64,1784145740	64,1614227098	63,5374777479	63,4158130407
ATHA	21.07.2021	10,9902565232	10,9356643518	10,7673617840	10,6132960189	10,4145150078	10,3318759224	10,3478984959	10,4282805806	12,3583237508	12,1994357345	11,9909180673	11,7936877825	11,5771461325	11,4231322188	11,3275958242	11,2763962183
ORBC	21.07.2021	11,2188724568	11,2063501225	11,1979227998	11,1892094941	11,1857168727	11,1810410499	11,1790336002	11,1973910789	11,2263427023	11,2190719325	11,2134460196	11,2074035052	11,2038412739	11,1996658999	11,1968405834	11,2047605024
VNT	21.07.2021	32,4253289926	32,2861782390	32,2450551725	32,1023177019	31,9273507361	31,7732869520	31,8763257157	32,0079025809	32,7711474850	32,6653239004	32,6076741360	32,4983717501	32,3690029539	32,2462407605	32,2551702264	32,2880110119
CELC	21.07.2021	24,9069065411	24,6347416877	24,4647887923	24,0857361320	23,5410568630	23,0063193209	22,7433520746	22,5081972906	25,5441530376	25,3409003528	25,1846242014	24,9175170546	24,5529916354	24,1765162779	23,9273242006	23,6913886351
NSL	21.07.2021	5,8885279475	5,8924319293	5,8865352392	5,8762560909	5,8533004380	5,8236094597	5,8120441450	5,7953088078	5,8557080253	5,8608786750	5,8607950044	5,8578621396	5,8475895548	5,8325810313	5,8256685739	5,8156048802
MEIP	21.07.2021	2,9283133056	2,9013472449	2,8665568436	2,8253647093	2,7952984141	2,7761532583	2,7659435802	2,7594083873	2,9944792073	2,9740526134	2,9489047491	2,9194852592	2,8947723855	2,8752702590	2,8604826180	2,8480557038
SIFY	21.07.2021	3,4057172868	3,3519504883	3,2970503908	3,2394048687	3,1886039904	3,1615850761	3,1612968961	3,1956065340	3,4612073909	3,4277590580	3,3917820003	3,3525646688	3,3151775611	3,2889701707	3,2766873055	3,2836694578
CHWY	21.07.2021	82,4877830372	82,8027317979	82,0949630459	81,2576966492	80,4799342324	80,7999458017	81,1454096466	81,5189709741	80,7394235024	81,0709070946	80,8651067677	80,5436678245	80,2042712085	80,3981499376	80,6173734624	80,8633376039
GNLN	21.07.2021	4,1718638121	4,1787976714	4,0990162783	3,9991951281	3,9102505576	3,8229322866	3,7860354864	3,7813017599	4,1283054554	4,1360858918	4,0983634269	4,0461383341	3,9950775394	3,9412606373	3,9106643752	3,8963153862
BAMH	21.07.2021	25,6714590365	25,6421028897	25,6417204351	25,6214077536	25,5993336166	25,5667275183	25,5800496767	25,5891314011	25,6295224937	25,6181394209	25,6202213227	25,6116288811	25,6009975591	25,5837597036	25,5891158642	25,5930095115
GKOS	21.07.2021	80,1824790502	78,9802100765	75,1328990980	71,6596444946	68,9960724631	66,6895140832	63,2786933963	60,8134766371	80,8029914771	80,1141351169	77,9908841243	75,8993712343	74,1003833378	72,4060612460	70,0750078230	68,1364357657
HMST	21.07.2021	39,7770266921	39,5266584801	39,3054480970	39,2353662919	39,0671181249	38,7294601176	38,5622858004	38,5600518798	40,6538096260	40,4391612355	40,2363841058	40,1110140166	39,9394890029	39,6795375821	39,5014865146	39,4108686786
CHCI	21.07.2021	5,9963336424	5,9624547879	5,9583721096	5,8732135026	5,8017201420	5,7595892383	5,7651184607	5,7750969536	6,0547135499	6,0314074920	6,0227020221	5,9719684743	5,9251143357	5,8912939392	5,8816468937	5,8757757773
CADE	21.07.2021	20,4240271114	20,3196586151	20,2197207683	20,1997716487	20,0816312102	19,8322435510	19,6609264307	19,6098487453	20,8019490962	20,7112873138	20,6216409466	20,5729132955	20,4754929090	20,3073506400	20,1723648066	20,0969014118
TBK	21.07.2021	73,8580175959	73,7474689421	73,6570200436	73,7121071419	73,5735416521	73,0874434474	73,0679088855	73,4282896430	75,5757038798	75,3542082722	75,1538074843	75,0401114463	74,8410529226	74,4657146944	74,3242183765	74,3933407265
CRESY	21.07.2021	6,4362336911	6,4878275273	6,5082225050	6,5030911439	6,4679836528	6,3574411948	6,3051791906	6,3242374918	6,4260643229	6,4540581769	6,4679573891	6,4691043062	6,4539515097	6,3973847120	6,3662052319	6,3703761477
AFIN	21.07.2021	8,4516836827	8,4350138598	8,4522840185	8,4718688187	8,4660744118	8,3976972737	8,3981158819	8,4130038201	8,5725431168	8,5523008825	8,5501769635	8,5511125307	8,5405303450	8,4976227076	8,4883252706	8,4875323441
AGI	21.07.2021	7,7611464629	7,7827562177	7,8495277451	7,9041589948	7,8961301110	7,8604700561	7,8312936476	7,8510584493	7,9365496345	7,9311639659	7,9520054566	7,9708620435	7,9603037663	7,9355129133	7,9130830938	7,9156466142
SHG	21.07.2021	34,8747501718	34,7629771081	34,5787994521	34,4717453115	34,3241552271	34,0088543044	33,8417899132	33,7051008658	35,5725653763	35,4475589902	35,2858867054	35,1624690838	35,0193767755	34,7880075734	34,6262925809	34,4799790163
LH	21.07.2021	277,0723231776	277,5518992280	277,4951885019	277,3960655392	277,2240558425	276,7869561119	276,7856911423	276,9137455227	273,2690983961	273,8825167827	274,2022761590	274,4639653065	274,6531126303	274,6690073631	274,8700541646	275,1195718856
UNIT	21.07.2021	10,6458577671	10,6557017748	10,6764833535	10,7062136806	10,7705385422	10,7868041994	10,8946580021	10,9738110788	10,6627978655	10,6663409077	10,6762132458	10,6918119988	10,7268775627	10,7395558574	10,8005505485	10,8509742986
MCR	21.07.2021	8,7737732986	8,7567236635	8,7391375151	8,7174761279	8,6979349513	8,6583103315	8,6386175786	8,6225053263	8,7480971922	8,7416117744	8,7338392099	8,7229973695	8,7122356826	8,6901179549	8,6767734059	8,6646997664
CVEO	21.07.2021	19,0417286932	19,2159598399	19,3494218259	19,4786177605	19,5370507562	19,4684960455	19,4742240372	19,6116377654	18,4829087023	18,6273935878	18,7533561759	18,8777983940	18,9656270457	18,9841387411	19,0332683848	19,1472427808
LMNL	21.07.2021	3,4481086986	3,5302707707	3,5502215588	3,5356358260	3,5218838646	3,4797231550	3,4543189294	3,4426245977	3,3561144479	3,4079130810	3,4300166071	3,4338245520	3,4363174554	3,4223824560	3,4145364997	3,4121997002
PAG	21.07.2021	77,1323156509	77,4264400780	77,7107233118	77,8996827096	77,8433760966	77,4918538358	77,9406075174	78,7786794327	77,4045974171	77,5327309965	77,6715183172	77,7742308584	77,7566847136	77,5808103277	77,8073997331	78,2590762397
URI	21.07.2021	315,0260433862	314,9213104446	314,4974351524	314,5360817529	312,9986099019	310,4261364840	310,6395673239	312,9214646180	314,6627276181	314,6424690075	314,4469954199	314,4720426614	313,6727992243	312,2611046414	312,1981428759	313,2449866440
VMW	21.07.2021	157,5790076138	156,4210074502	155,3480977815	154,5484430846	153,7341820372	153,2079664555	153,5901539288	154,0864909098	158,1674215685	157,5048106299	156,8395909768	156,2786772598	155,6873753612	155,2257202161	155,2337466297	155,3372000292
PGRE	21.07.2021	10,1696894058	10,1352003397	10,1215276270	10,1121589120	10,0699482216	9,9608667753	9,9552546898	10,0052082993	10,3514883981	10,3161085071	10,2917172607	10,2706013020	10,2334011889	10,1606963392	10,1387252884	10,1474180744
IMCR	21.07.2021	38,9255798086	38,4663837572	37,8197685009	36,9979922711	36,7347208104	36,6229531961	36,4496886457	36,3133817579	38,7385225467	38,5158062590	38,1723961246	37,7083583257	37,5028003173	37,3711049473	37,2090947779	37,0653715384
AWP	21.07.2021	6,4862406514	6,4941969348	6,5188884220	6,5390905479	6,5428922561	6,5150936398	6,5232584221	6,5663023870	6,4662425640	6,4723147207	6,4873323773	6,5009197808	6,5065464629	6,4954467870	6,5015947066	6,5262047564
MYC	21.07.2021	15,5943215740	15,6117175751	15,6186779467	15,6352819633	15,6397761240	15,6234532271	15,6228253468	15,6259480734	15,5194523184	15,5356949147	15,5465810770	15,5621447876	15,5714643171	15,5694201146	15,5742372356	15,5805003887
